FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active
37135,Orange,North Carolina,US,36.06092947,-79.12167935,217,16,0,201
37015,Bertie,North Carolina,US,36.0688473,-76.96545943,44,2,0,42
47005,Benton,Tennessee,US,36.07110411,-88.06849355,6,1,0,5
6031,Kings,California,US,36.07409056,-119.8159973,96,1,0,95
40119,Payne,Oklahoma,US,36.07695283,-96.97584944,44,1,0,43
37081,Guilford,North Carolina,US,36.07959451,-79.78824948,381,28,0,353
37069,Franklin,North Carolina,US,36.081519,-78.28708884,104,22,0,82
5065,Izard,Arkansas,US,36.09604046,-91.90847954,5,0,0,5
47171,Unicoi,Tennessee,US,36.10890856,-82.43709629,1,0,0,1
5055,Greene,Arkansas,US,36.1173546,-90.55832668,16,0,0,16
40143,Tulsa,Oklahoma,US,36.11939621,-95.94013939,567,33,0,534
47001,Anderson,Tennessee,US,36.12684348,-84.19965764,28,1,0,27
37067,Forsyth,North Carolina,US,36.12859861,-80.25459052,242,5,0,237
37041,Chowan,North Carolina,US,36.12908077,-76.60118385,7,0,0,7
47129,Morgan,Tennessee,US,36.13248031,-84.64880098,6,0,0,6
47141,Putnam,Tennessee,US,36.14005459,-85.50646123,121,5,0,116
,,Gibraltar,United Kingdom,36.1408,-5.3536,144,0,131,13
47043,Dickson,Tennessee,US,36.14669837,-87.35891709,72,0,0,72
47189,Wilson,Tennessee,US,36.15496772,-86.29775884,253,4,0,249
37197,Yadkin,North Carolina,US,36.16222629,-80.66239436,17,1,0,16
5135,Sharp,Arkansas,US,36.16258158,-91.47819342,10,0,0,10
47037,Davidson,Tennessee,US,36.17007426,-86.78646056,2612,28,0,2584
47059,Greene,Tennessee,US,36.17470125,-82.84691273,44,2,0,42
37143,Perquimans,North Carolina,US,36.17847453,-76.40603143,13,0,0,13
,,,Japan,36.204824,138.252924,14088,430,2460,11198
37193,Wilkes,North Carolina,US,36.2084135,-81.16232895,33,1,0,32
29155,Pemiscot,Missouri,US,36.2130572,-89.78742322,28,1,0,27
32003,Clark,Nevada,US,36.21458855,-115.0130241,3979,202,0,3777
6053,Monterey,California,US,36.21862405,-121.2413397,206,5,0,201
47063,Hamblen,Tennessee,US,36.21990035,-83.26586179,18,2,0,16
6107,Tulare,California,US,36.22026558,-118.8020203,640,40,0,600
37189,Watauga,North Carolina,US,36.23103603,-81.70033724,9,0,0,9
47159,Smith,Tennessee,US,36.25359775,-85.95411046,21,1,0,20
37083,Halifax,North Carolina,US,36.25669272,-77.6556109,58,1,0,57
47021,Cheatham,Tennessee,US,36.26136216,-87.08903581,46,0,0,46
37139,Pasquotank,North Carolina,US,36.26723798,-76.25134778,36,1,0,35
5089,Marion,Arkansas,US,36.26844485,-92.68451899,1,0,0,1
29069,Dunklin,Missouri,US,36.27167174,-90.09122243,21,2,0,19
47057,Grainger,Tennessee,US,36.27469206,-83.51254721,5,0,0,5
48195,Hansford,Texas,US,36.27743284,-101.3545796,6,0,0,6
48421,Sherman,Texas,US,36.27751473,-101.8933156,15,0,0,15
48295,Lipscomb,Texas,US,36.27783108,-100.2733151,2,0,0,2
48111,Dallam,Texas,US,36.27787176,-102.6020725,10,1,0,9
48357,Ochiltree,Texas,US,36.27829105,-100.8158184,25,1,0,24
47173,Union,Tennessee,US,36.28590426,-83.83651902,3,0,0,3
5005,Baxter,Arkansas,US,36.28784385,-92.33782872,5,0,0,5
47083,Houston,Tennessee,US,36.28872054,-87.71878828,5,0,0,5
47019,Carter,Tennessee,US,36.28969086,-82.12588974,12,1,0,11
47179,Washington,Tennessee,US,36.29472368,-82.4945472,54,0,0,54
47183,Weakley,Tennessee,US,36.29896232,-88.71990865,23,0,0,23
40097,Mayes,Oklahoma,US,36.30179091,-95.23175116,22,4,0,18
37077,Granville,North Carolina,US,36.30337451,-78.65184241,136,5,0,131
5009,Boone,Arkansas,US,36.3084504,-93.09374925,5,0,0,5
40093,Major,Oklahoma,US,36.31149996,-98.53467076,3,1,0,2
40117,Pawnee,Oklahoma,US,36.31743373,-96.7033176,29,2,0,27
47079,Henry,Tennessee,US,36.33160906,-88.30121797,13,0,0,13
5007,Benton,Arkansas,US,36.33644656,-94.25680817,102,0,0,102
37029,Camden,North Carolina,US,36.33804939,-76.15568396,1,0,0,1
5015,Carroll,Arkansas,US,36.3403856,-93.54270261,5,0,0,5
47133,Overton,Tennessee,US,36.34117832,-85.28989535,8,0,0,8
5121,Randolph,Arkansas,US,36.3415714,-91.02455531,17,0,0,17
47095,Lake,Tennessee,US,36.3418017,-89.48921915,55,0,0,55
,,Shandong,China,36.3427,118.1498,787,7,772,8
47131,Obion,Tennessee,US,36.35732446,-89.14921589,13,1,0,12
37091,Hertford,North Carolina,US,36.3607755,-76.98104134,37,1,0,36
37053,Currituck,North Carolina,US,36.36123664,-75.95876401,5,0,0,5
47087,Jackson,Tennessee,US,36.36380466,-85.67239905,7,0,0,7
5021,Clay,Arkansas,US,36.36826212,-90.4148172,3,0,0,3
37181,Vance,North Carolina,US,36.36880673,-78.40670845,88,6,0,82
40131,Rogers,Oklahoma,US,36.37004357,-95.60406759,59,3,0,56
40047,Garfield,Oklahoma,US,36.3791334,-97.78265517,17,1,0,16
47049,Fentress,Tennessee,US,36.38128818,-84.92870012,4,0,0,4
5049,Fulton,Arkansas,US,36.38177105,-91.81729127,1,0,0,1
40103,Noble,Oklahoma,US,36.38953329,-97.22928674,6,0,0,6
37145,Person,North Carolina,US,36.38989032,-78.97217358,20,0,0,20
47169,Trousdale,Tennessee,US,36.39026213,-86.16087954,123,1,0,122
37033,Caswell,North Carolina,US,36.39312665,-79.33353281,22,0,0,22
37157,Rockingham,North Carolina,US,36.39593137,-79.77504841,26,2,0,24
37185,Warren,North Carolina,US,36.39728256,-78.10652228,10,0,0,10
37169,Stokes,North Carolina,US,36.4017975,-80.23893369,11,0,0,11
47013,Campbell,Tennessee,US,36.40355516,-84.1510856,15,1,0,14
40041,Delaware,Oklahoma,US,36.40823634,-94.80325046,90,13,0,77
37171,Surry,North Carolina,US,36.41689489,-80.69102283,13,0,0,13
37131,Northampton,North Carolina,US,36.41736238,-77.39769443,86,5,0,81
40153,Woodward,Oklahoma,US,36.42316318,-99.26283045,1,0,0,1
47151,Scott,Tennessee,US,36.42325673,-84.50360494,11,0,0,11
37009,Ashe,North Carolina,US,36.43296207,-81.49862729,5,0,0,5
47073,Hawkins,Tennessee,US,36.44355426,-82.94885298,30,2,0,28
37073,Gates,North Carolina,US,36.44667547,-76.69749701,7,0,0,7
47091,Johnson,Tennessee,US,36.4552395,-81.84886538,3,0,0,3
47165,Sumner,Tennessee,US,36.46824103,-86.45917204,623,37,0,586
35059,Union,New Mexico,US,36.48126404,-103.4709624,3,0,0,3
47025,Claiborne,Tennessee,US,36.48319149,-83.65947309,5,0,0,5
37005,Alleghany,North Carolina,US,36.49360862,-81.12857041,3,0,0,3
47125,Montgomery,Tennessee,US,36.49609412,-87.38550661,146,2,0,144
47161,Stewart,Tennessee,US,36.50235092,-87.83920548,7,0,0,7
35045,San Juan,New Mexico,US,36.50838318,-108.320437,621,45,0,576
35039,Rio Arriba,New Mexico,US,36.51072137,-106.6931674,14,0,0,14
6027,Inyo,California,US,36.51112084,-117.4111978,19,1,0,18
47163,Sullivan,Tennessee,US,36.51240691,-82.30412917,49,1,0,48
47147,Robertson,Tennessee,US,36.52454807,-86.87346725,148,0,0,148
47067,Hancock,Tennessee,US,36.52692871,-83.22375847,0,0,0,0
47111,Macon,Tennessee,US,36.53157855,-86.00778595,40,3,0,37
47027,Clay,Tennessee,US,36.55151008,-85.53930419,5,0,0,5
21075,Fulton,Kentucky,US,36.55238827,-89.20140068,2,0,0,2
35055,Taos,New Mexico,US,36.58006022,-105.6310198,18,0,0,18
51590,Danville,Virginia,US,36.58022376,-79.40395668,35,1,0,34
29143,New Madrid,Missouri,US,36.59666326,-89.66070007,9,0,0,9
6069,San Benito,California,US,36.60308176,-121.069975,50,2,0,48
35007,Colfax,New Mexico,US,36.60569702,-104.6472674,5,0,0,5
51520,Bristol,Virginia,US,36.6163024,-82.16359122,1,0,0,1
21035,Calloway,Kentucky,US,36.62093411,-88.2731593,34,1,0,33
29119,McDonald,Missouri,US,36.62869595,-94.34867205,4,0,0,4
40113,Osage,Oklahoma,US,36.62888819,-96.39635704,75,8,0,67
29181,Ripley,Missouri,US,36.65460667,-90.85990261,5,0,0,5
29213,Taney,Missouri,US,36.65465345,-93.04075153,11,1,0,10
51077,Grayson,Virginia,US,36.65677234,-81.23215889,2,0,0,2
51640,Galax,Virginia,US,36.66601852,-80.91703124,4,0,0,4
51550,Chesapeake,Virginia,US,36.67670048,-76.30545744,242,6,0,236
51081,Greensville,Virginia,US,36.67878901,-77.56351439,39,6,0,33
51117,Mecklenburg,Virginia,US,36.67882005,-78.36131056,100,10,0,90
21105,Hickman,Kentucky,US,36.6794808,-88.97875928,1,0,0,1
51141,Patrick,Virginia,US,36.6801638,-80.2865648,2,0,0,2
51690,Martinsville,Virginia,US,36.68212094,-79.86352771,2,0,0,2
51620,Franklin City,Virginia,US,36.6831435,-76.93859681,20,0,0,20
51089,Henry,Virginia,US,36.68542395,-79.87634026,16,1,0,15
29149,Oregon,Missouri,US,36.68710164,-91.4033755,1,0,0,1
51595,Emporia,Virginia,US,36.69455571,-77.53406129,23,2,0,21
51800,Suffolk,Virginia,US,36.70155394,-76.63603554,169,12,0,157
51105,Lee,Virginia,US,36.70586667,-83.12606515,9,0,0,9
29009,Barry,Missouri,US,36.70978521,-93.82919888,6,0,0,6
21171,Monroe,Kentucky,US,36.71225341,-85.71596443,5,0,0,5
40147,Washington,Oklahoma,US,36.71380786,-95.90514104,256,19,0,237
29023,Butler,Missouri,US,36.71462476,-90.40421163,26,0,0,26
51169,Scott,Virginia,US,36.71466456,-82.60171704,7,1,0,6
51175,Southampton,Virginia,US,36.72231125,-77.10642712,125,1,0,124
21083,Graves,Kentucky,US,36.72292505,-88.65143315,131,13,0,118
51191,Washington,Virginia,US,36.72341572,-81.95666289,36,3,0,33
21053,Clinton,Kentucky,US,36.72581156,-85.13377529,3,0,0,3
51035,Carroll,Virginia,US,36.73066666,-80.73455942,11,0,0,11
40003,Alfalfa,Oklahoma,US,36.73090616,-98.32408495,1,0,0,1
51810,Virginia Beach,Virginia,US,36.73285734,-76.04566934,385,14,0,371
21147,McCreary,Kentucky,US,36.73874143,-84.48102924,11,0,0,11
21213,Simpson,Kentucky,US,36.74058474,-86.58047435,27,2,0,25
40139,Texas,Oklahoma,US,36.74777635,-101.4889765,131,1,0,130
40025,Cimarron,Oklahoma,US,36.74817177,-102.5173885,1,0,0,1
40007,Beaver,Oklahoma,US,36.7496847,-100.4758872,8,0,0,8
29209,Stone,Missouri,US,36.75000327,-93.45256475,3,0,0,3
21003,Allen,Kentucky,US,36.75197631,-86.19457544,13,0,0,13
21235,Whitley,Kentucky,US,36.75700531,-84.14541217,11,0,0,11
6019,Fresno,California,US,36.75733899,-119.6466953,538,7,0,531
40035,Craig,Oklahoma,US,36.76268118,-95.20916602,10,0,0,10
51025,Brunswick,Virginia,US,36.76366949,-77.8593436,14,0,0,14
51083,Halifax,Virginia,US,36.76654925,-78.93512622,18,0,0,18
40151,Woods,Oklahoma,US,36.76705782,-98.86573064,3,0,0,3
29091,Howell,Missouri,US,36.77383887,-91.88683935,5,0,0,5
40059,Harper,Oklahoma,US,36.78836519,-99.6679804,1,0,0,1
21057,Cumberland,Kentucky,US,36.78926125,-85.39050034,5,0,0,5
40053,Grant,Oklahoma,US,36.796297,-97.78638765,2,0,0,2
40105,Nowata,Oklahoma,US,36.79843529,-95.61902331,21,0,0,21
21231,Wayne,Kentucky,US,36.80310688,-84.8251971,9,0,0,9
21221,Trigg,Kentucky,US,36.80767017,-87.87333656,9,0,0,9
40071,Kay,Oklahoma,US,36.81799745,-97.14421435,47,7,0,40
51143,Pittsylvania,Virginia,US,36.81980341,-79.39731264,13,1,0,12
29133,Mississippi,Missouri,US,36.82516239,-89.29505753,29,0,0,29
40115,Ottawa,Oklahoma,US,36.83532655,-94.81011909,31,1,0,30
21219,Todd,Kentucky,US,36.8381152,-87.17878374,12,0,0,12
51173,Smyth,Virginia,US,36.84455636,-81.53344948,13,0,0,13
21039,Carlisle,Kentucky,US,36.85372876,-88.9669222,2,0,0,2
29207,Stoddard,Missouri,US,36.85571651,-89.9444155,19,0,0,19
51740,Portsmouth,Virginia,US,36.85914825,-76.35971629,158,5,0,153
21141,Logan,Kentucky,US,36.85949479,-86.877635,10,0,0,10
21157,Marshall,Kentucky,US,36.8800707,-88.32803576,34,0,0,34
21121,Knox,Kentucky,US,36.89225732,-83.85403396,6,0,0,6
21047,Christian,Kentucky,US,36.89267803,-87.49055367,86,3,0,83
51710,Norfolk,Virginia,US,36.89934014,-76.26420872,198,3,0,195
29145,Newton,Missouri,US,36.90519407,-94.3394104,10,1,0,9
51093,Isle of Wight,Virginia,US,36.90579348,-76.70842863,99,2,0,97
51197,Wythe,Virginia,US,36.91582035,-81.07834059,11,1,0,10
51183,Sussex,Virginia,US,36.92432914,-77.25791182,31,1,0,30
51063,Floyd,Virginia,US,36.9302126,-80.36738849,2,0,0,2
51167,Russell,Virginia,US,36.9302832,-82.10095486,3,0,0,3
51720,Norton,Virginia,US,36.93357076,-82.62750411,2,0,0,2
29035,Carter,Missouri,US,36.94160441,-90.96051322,3,1,0,2
51111,Lunenburg,Virginia,US,36.94618528,-78.24133319,4,0,0,4
21009,Barren,Kentucky,US,36.96469836,-85.93338945,17,0,0,17
29043,Christian,Missouri,US,36.9711783,-93.18537118,19,0,0,19
51195,Wise,Virginia,US,36.9746148,-82.62410519,22,1,0,21
21207,Russell,Kentucky,US,36.99308373,-85.06070117,16,3,0,13
21169,Metcalfe,Kentucky,US,36.99459295,-85.63123699,1,0,0,1
51067,Franklin,Virginia,US,36.99536167,-79.88023649,21,0,0,21
21227,Warren,Kentucky,US,36.99903045,-86.42672751,332,0,0,332
51037,Charlotte,Virginia,US,37.01909701,-78.66314092,7,0,0,7
21143,Lyon,Kentucky,US,37.02080035,-88.07886257,13,3,0,10
51650,Hampton,Virginia,US,37.03513786,-76.35879121,115,1,0,114
21145,McCracken,Kentucky,US,37.05350953,-88.70445755,55,2,0,53
6087,Santa Cruz,California,US,37.05580291,-122.0066524,131,2,0,129
29201,Scott,Missouri,US,37.05588075,-89.56474493,64,2,0,62
21007,Ballard,Kentucky,US,37.05842757,-88.99427697,9,0,0,9
51155,Pulaski,Virginia,US,37.06474963,-80.71229738,9,0,0,9
51053,Dinwiddie,Virginia,US,37.07544585,-77.63451754,16,0,0,16
51700,Newport News,Virginia,US,37.08166899,-76.51754109,118,7,0,111
21131,Leslie,Kentucky,US,37.09246661,-83.37999606,4,0,0,4
21001,Adair,Kentucky,US,37.10459774,-85.28129668,81,10,0,71
21199,Pulaski,Kentucky,US,37.10466131,-84.57629079,43,2,0,41
21125,Laurel,Kentucky,US,37.10975748,-84.11321779,17,2,0,15
51181,Surry,Virginia,US,37.11781893,-76.88450012,4,1,0,3
51185,Tazewell,Virginia,US,37.12191123,-81.56685568,6,0,0,6
51750,Radford,Virginia,US,37.12222899,-80.5602732,3,0,0,3
21133,Letcher,Kentucky,US,37.12306748,-82.85346474,2,0,0,2
51051,Dickenson,Virginia,US,37.12560977,-82.35124171,0,0,0,0
51021,Bland,Virginia,US,37.13128068,-81.13599391,0,0,0,0
51735,Poquoson,Virginia,US,37.14259351,-76.35798148,6,0,0,6
51135,Nottoway,Virginia,US,37.1435975,-78.05065922,12,0,0,12
21033,Caldwell,Kentucky,US,37.14749129,-87.86948214,13,0,0,13
20019,Chautauqua,Kansas,US,37.14994405,-96.2454192,4,0,0,4
21051,Clay,Kentucky,US,37.16451126,-83.712575,1,0,0,1
20021,Cherokee,Kansas,US,37.16928494,-94.8462897,8,0,0,8
51121,Montgomery,Virginia,US,37.17746986,-80.37868691,56,1,0,55
17003,Alexander,Illinois,US,37.18049267,-89.32910838,3,0,0,3
51149,Prince George,Virginia,US,37.18497668,-77.22922187,33,0,0,33
6047,Merced,California,US,37.18922369,-120.7209035,125,3,0,122
20099,Labette,Kansas,US,37.19113093,-95.29849679,22,0,0,22
20129,Morton,Kansas,US,37.19141121,-101.7992519,3,0,0,3
20077,Harper,Kansas,US,37.19175361,-98.07578384,1,0,0,1
20189,Stevens,Kansas,US,37.1923008,-101.3118967,9,0,0,9
20125,Montgomery,Kansas,US,37.19236568,-95.74329258,17,2,0,15
20175,Seward,Kansas,US,37.19324632,-100.8507201,527,0,0,527
8007,Archuleta,Colorado,US,37.19474156,-107.0476867,8,0,0,8
29097,Jasper,Missouri,US,37.20351921,-94.34050458,24,0,0,24
51730,Petersburg,Virginia,US,37.20530399,-77.39368102,31,2,0,29
51031,Campbell,Virginia,US,37.20553386,-79.09678609,12,0,0,12
21031,Butler,Kentucky,US,37.20946153,-86.68748787,116,3,0,113
21139,Livingston,Kentucky,US,37.21137452,-88.34797529,4,0,0,4
21061,Edmonson,Kentucky,US,37.21218923,-86.23955613,26,0,0,26
21177,Muhlenberg,Kentucky,US,37.21425819,-87.14632053,123,4,0,119
6039,Madera,California,US,37.21513971,-119.7665589,46,2,0,44
17127,Massac,Illinois,US,37.22078441,-88.71036614,4,0,0,4
51147,Prince Edward,Virginia,US,37.22554789,-78.43597949,49,2,0,47
17153,Pulaski,Illinois,US,37.22631423,-89.13085001,18,0,0,18
20007,Barber,Kansas,US,37.2288586,-98.68460053,1,0,0,1
6085,Santa Clara,California,US,37.23104908,-121.6970462,2163,111,0,2052
20025,Clark,Kansas,US,37.23577007,-99.81883015,1,0,0,1
20191,Sumner,Kansas,US,37.23682549,-97.47721621,3,1,0,2
20035,Cowley,Kansas,US,37.23781842,-96.83776647,3,1,0,2
20119,Meade,Kansas,US,37.23859987,-100.364831,5,0,0,5
51199,York,Virginia,US,37.24374789,-76.54412815,46,1,0,45
21193,Perry,Kentucky,US,37.25023553,-83.22922731,12,0,0,12
29077,Greene,Missouri,US,37.2575872,-93.34230916,96,8,0,88
51570,Colonial Heights,Virginia,US,37.26420587,-77.39609676,54,5,0,49
21087,Green,Kentucky,US,37.26484328,-85.5540745,1,0,0,1
51027,Buchanan,Virginia,US,37.26818323,-82.03749726,16,0,0,16
51161,Roanoke,Virginia,US,37.26865804,-80.06396753,51,0,0,51
,,Ningxia,China,37.2692,106.1655,75,0,75,0
29229,Wright,Missouri,US,37.27029221,-92.46914488,10,0,0,10
8023,Costilla,Colorado,US,37.27732493,-105.4276548,3,0,0,3
51770,Roanoke City,Virginia,US,37.27791025,-79.96189766,73,0,0,73
51830,Williamsburg,Virginia,US,37.28131268,-76.70905141,18,1,0,17
29225,Webster,Missouri,US,37.2813734,-92.876329,15,0,0,15
51775,Salem,Virginia,US,37.2836193,-80.06219455,26,0,0,26
8067,La Plata,Colorado,US,37.28632032,-107.8429014,62,0,0,62
51670,Hopewell,Virginia,US,37.29186313,-77.29754684,24,0,0,24
21099,Hart,Kentucky,US,37.29943898,-85.88461055,3,0,0,3
51019,Bedford,Virginia,US,37.3080028,-79.5281964,30,0,0,30
21107,Hopkins,Kentucky,US,37.30939025,-87.54670406,196,22,0,174
51095,James City,Virginia,US,37.31156958,-76.76950618,158,12,0,146
51071,Giles,Virginia,US,37.31234791,-80.70636931,4,0,0,4
8071,Las Animas,Colorado,US,37.3153406,-104.0376458,3,0,0,3
29215,Texas,Missouri,US,37.31728859,-91.96564727,0,0,0,0
8009,Baca,Colorado,US,37.31940883,-102.5603223,10,0,0,10
29017,Bollinger,Missouri,US,37.32449052,-90.02725304,4,0,0,4
21045,Casey,Kentucky,US,37.32533118,-84.92726209,1,0,0,1
8083,Montezuma,Colorado,US,37.33859579,-108.5958857,16,2,0,14
51131,Northampton,Virginia,US,37.34062933,-75.87751591,64,0,0,64
51007,Amelia,Virginia,US,37.34081025,-77.98584649,15,1,0,14
51036,Charles City,Virginia,US,37.35358063,-77.05634116,13,1,0,12
21119,Knott,Kentucky,US,37.35388197,-82.94981134,4,0,0,4
21055,Crittenden,Kentucky,US,37.35839237,-88.0882609,4,1,0,3
29179,Reynolds,Missouri,US,37.36085952,-90.97009925,2,0,0,2
21203,Rockcastle,Kentucky,US,37.36642393,-84.31176452,11,0,0,11
21217,Taylor,Kentucky,US,37.3677562,-85.3329931,8,0,0,8
51041,Chesterfield,Virginia,US,37.37373208,-77.5868014,531,20,0,511
51011,Appomattox,Virginia,US,37.37569884,-78.81340003,20,0,0,20
54047,McDowell,West Virginia,US,37.38002939,-81.65083669,6,0,0,6
29031,Cape Girardeau,Missouri,US,37.38489388,-89.6843587,49,1,0,48
51680,Lynchburg,Virginia,US,37.40021399,-79.19888138,53,1,0,52
54055,Mercer,West Virginia,US,37.40481169,-81.11023142,10,0,0,10
51073,Gloucester,Virginia,US,37.40809042,-76.53524337,23,1,0,22
21109,Jackson,Kentucky,US,37.41866422,-83.99825483,59,7,0,52
6081,San Mateo,California,US,37.4228808,-122.3275546,1177,48,0,1129
21189,Owsley,Kentucky,US,37.42823949,-83.68811419,2,0,0,2
51115,Mathews,Virginia,US,37.44164146,-76.34098896,4,0,0,4
20049,Elk,Kansas,US,37.45338105,-96.24369667,1,0,0,1
21137,Lincoln,Kentucky,US,37.45475628,-84.6565327,5,1,0,4
17087,Johnson,Illinois,US,37.45939802,-88.88165419,4,0,0,4
21085,Grayson,Kentucky,US,37.46231118,-86.34248968,65,5,0,60
21195,Pike,Kentucky,US,37.47088263,-82.39487445,11,2,0,9
17181,Union,Illinois,US,37.47119609,-89.25548938,17,0,0,17
21183,Ohio,Kentucky,US,37.47751843,-86.85368087,39,0,0,39
29123,Madison,Missouri,US,37.47865134,-90.3467143,1,0,0,1
51045,Craig,Virginia,US,37.48133648,-80.21072274,3,0,0,3
20037,Crawford,Kansas,US,37.50675523,-94.85245778,8,1,0,7
51127,New Kent,Virginia,US,37.50694406,-76.99828634,23,1,0,22
51049,Cumberland,Virginia,US,37.51328851,-78.24398086,13,0,0,13
17069,Hardin,Illinois,US,37.51810645,-88.26873022,1,0,0,1
21233,Webster,Kentucky,US,37.52168356,-87.67989953,22,0,0,22
21025,Breathitt,Kentucky,US,37.52333168,-83.31959161,2,0,0,2
21149,McLean,Kentucky,US,37.5301951,-87.26803443,15,1,0,14
51760,Richmond City,Virginia,US,37.53255773,-77.47966921,339,15,0,324
51087,Henrico,Virginia,US,37.53460572,-77.39326555,876,100,0,776
21123,Larue,Kentucky,US,37.54567114,-85.70138352,5,0,0,5
51145,Powhatan,Virginia,US,37.55016038,-77.91267882,13,0,0,13
21155,Marion,Kentucky,US,37.55218078,-85.26898542,16,0,0,16
29093,Iron,Missouri,US,37.55487945,-90.7735296,2,0,0,2
51023,Botetourt,Virginia,US,37.55531756,-79.80982182,28,3,0,25
20097,Kiowa,Kansas,US,37.55848695,-99.2856537,1,0,0,1
6099,Stanislaus,California,US,37.55862499,-120.9970722,339,11,0,328
20133,Neosho,Kansas,US,37.55862897,-95.30670046,2,0,0,2
20205,Wilson,Kansas,US,37.55937174,-95.74323255,1,0,0,1
20081,Haskell,Kansas,US,37.5620394,-100.8710738,7,0,0,7
21071,Floyd,Kentucky,US,37.56213922,-82.74750924,13,0,0,13
20067,Grant,Kansas,US,37.56227336,-101.3079758,4,0,0,4
54063,Monroe,West Virginia,US,37.56274716,-80.54577965,5,0,0,5
20187,Stanton,Kansas,US,37.56304714,-101.7843534,6,0,0,6
51029,Buckingham,Virginia,US,37.57242268,-78.52518834,58,0,0,58
8003,Alamosa,Colorado,US,37.57250606,-105.7885451,10,2,0,8
,,Shanxi,China,37.5777,112.2922,197,0,172,25
6043,Mariposa,California,US,37.57978556,-119.9073334,3,0,0,3
8105,Rio Grande,Colorado,US,37.5836865,-106.3847838,7,0,0,7
51009,Amherst,Virginia,US,37.60308293,-79.14548696,12,0,0,12
54109,Wyoming,West Virginia,US,37.612327,-81.54511071,1,0,0,1
29167,Polk,Missouri,US,37.6162296,-93.39828174,1,0,0,1
21021,Boyle,Kentucky,US,37.62680923,-84.8633779,17,0,0,17
49037,San Juan,Utah,US,37.62762978,-109.8033714,46,2,0,44
51119,Middlesex,Virginia,US,37.63191998,-76.55064617,8,0,0,8
21079,Garrard,Kentucky,US,37.6388668,-84.53289319,2,0,0,2
32017,Lincoln,Nevada,US,37.64268459,-114.8790388,0,0,0,0
6001,Alameda,California,US,37.64629437,-121.8929271,1603,60,0,1543
20151,Pratt,Kansas,US,37.64780729,-98.73922153,1,0,0,1
54089,Summers,West Virginia,US,37.65390597,-80.86009693,1,0,0,1
21225,Union,Kentucky,US,37.66166713,-87.94300009,8,0,0,8
8079,Mineral,Colorado,US,37.66954283,-106.9281698,2,0,0,2
29059,Dallas,Missouri,US,37.6811355,-93.02127031,2,0,0,2
